nom,prix_brut,description,prix,marque,ram_gb,gamme,score_prix_perf
Pc Portable Dell Vostro 3530 / i3-1305U / 8 Go / 512 Go SSD / Windows 11 Pro / Noir Avec Sacoche Offerte,"1 759,000 DT","Pc Portable Dell Vostro 3530 / i3-1305U / 8 Go / 512 Go SSD / Windows 11 Pro / Noir Avec Sacoche Offerte
[N1612QVNB3530-UBU-SAC-W]


Écran15.6"" Full HD (1920 x 1 080 px), 120 Hz, antiéblouissement - Processeur Intel Core i3-1305U 13e génération, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Clavier non rétroéclairé, Carbon Black - 1x USB 3.2 - 1x USB 2.0 - 1x USB-C 3.2 - 1x USB-C 3.2 DisplayPort 1.4 - 1x port audio universel - 1x port HDMI 1.4 - 1x port Ethernet RJ45 - 1 logement de carte SD - Webcam HD RVB 720p - 2x Haut-parleurs stéréo 2 W - Wi-Fi 6 - Bluetooth 5.3 - Windows 11 Pro - Couleur Noir - Garantie 1 an Avec Sacoche Offerte  












































En stock


1 759,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1759.0,PC,8,Premium,219.875
Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 8 Go / 512 Go SSD / Windows 11 / Silver,"1 759,000 DT","Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 8 Go / 512 Go SSD / Windows 11 / Silver
[X1504VA-BQ2895W]


Écran 15.6"" Full HD (1920 x 1080), 60Hz - Processeur Intel Core i3-1315U, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Caméra HD 720p Avec cache de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x USB 2.0 Type-A - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Silver - Garantie 1 an












































En stock


1 759,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1759.0,PC,8,Premium,219.875
Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 8 Go / 512 Go SSD / Windows 11 / Bleu,"1 759,000 DT","Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 8 Go / 512 Go SSD / Windows 11 / Bleu
[X1504VA-BQ2896W]


Écran 15.6"" Full HD (1920 x 1080), 60Hz - Processeur Intel Core i3-1315U, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Caméra HD 720p Avec cache de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x USB 2.0 Type-A - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Bleu silencieux - Garantie 1 an












































En stock


1 759,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1759.0,PC,8,Premium,219.875
Pc Portable Lenovo IdeaPad Slim 3 15IRU8 / i3-1315U / 8 Go / 512 Go SSD / Gris,"1 759,000 DT","Pc Portable Lenovo IdeaPad Slim 3 15IRU8 / i3-1315U / 8 Go / 512 Go SSD / Gris
[82X700DFFG]


Écran 15.6"" FHD (1920 x 1080 px), antireflet - Processeur Intel Core i3-1315U, (jusqu’à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4 - 1x prise combinée casque/microphone (3.5 mm) - FreeDOS - Couleur Gris arctique - Garantie 1 an












































En stock


1 759,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1759.0,PC,8,Premium,219.875
Pc Portable CHUWI ETbook E10 Acer Gadget / Ryzen 5 7430U / 16 Go / 512 Go SSD / Windows 11 / Gris,"1 765,000 DT","Pc Portable CHUWI ETbook E10 Acer Gadget / Ryzen 5 7430U / 16 Go / 512 Go SSD / Windows 11 / Gris
[ERBOOK-E10-16]


Écran 15.6"" Full HD (1920 x 1080), IPS - Processeur AMD Ryzen 5 7430U, (jusqu’à 4.3 GHz, 19 Mo de mémoire cache) - Mémoire 16 Go DDR4 - Disque SSD 512 Go - Carte graphique AMD Radeon - 2 ports Type-C - 2 ports USB 3.0 Type-A - 1 prise audio 3,5 mm - Wi-Fi - Bluetooth - Caméra frontale 1 MP - Windows 11 - Couleur Gris - Garantie 1 an












































En stock


1 765,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1765.0,PC,16,Premium,110.3125
Pc Portable Lenovo IdeaPad Slim 3 15IRU8 / i3-1315U / 8 Go / 512 Go SSD / Gris,"1 769,000 DT","Pc Portable Lenovo IdeaPad Slim 3 15IRU8 / i3-1315U / 8 Go / 512 Go SSD / Gris
[82X700EQFE]


Écran 15.6"" FHD (1920 x 1080 px), antireflet - Processeur Intel Core i3-1315U, (jusqu’à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go LPDDR5-4800- Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4 - 1x prise combinée casque/microphone (3.5 mm) - FreeDos - Couleur Gris arctique - Garantie 1 an












































En stock


1 769,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1769.0,PC,8,Premium,221.125
Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 8 Go / 512 Go SSD / Windows 11 / Bleu Avec Sacoche Offerte,"1 769,000 DT","Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 8 Go / 512 Go SSD / Windows 11 / Bleu Avec Sacoche Offerte
[X1504VA-BQ2896W-SAC]


Écran 15.6"" Full HD (1920 x 1080), 60Hz - Processeur Intel Core i3-1315U, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Caméra HD 720p Avec cache de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x USB 2.0 Type-A - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Bleu silencieux - Garantie 1 an Avec Sacoche Offerte












































En stock


1 769,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1769.0,PC,8,Premium,221.125
Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 8 Go / 512 Go SSD / Windows 11 / Silver Avec Sacoche Offerte,"1 769,000 DT","Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 8 Go / 512 Go SSD / Windows 11 / Silver Avec Sacoche Offerte
[X1504VA-BQ2895W-SAC]


Écran 15.6"" Full HD (1920 x 1080), 60Hz - Processeur Intel Core i3-1315U, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Caméra HD 720p Avec cache de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x USB 2.0 Type-A - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Silver - Garantie 1 an Avec Sacoche Offerte












































En stock


1 769,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1769.0,PC,8,Premium,221.125
"Pc Portable HP 15-fd0438nk / i3-1315U / 8 Go / 512 Go SSD / Noir Avec Sacoche pour Pc Portable 15.6"" Noir","1 769,000 DT","Pc Portable HP 15-fd0438nk / i3-1315U / 8 Go / 512 Go SSD / Noir Avec Sacoche pour Pc Portable 15.6"" Noir
[C2BV7EA-SAC]


Écran 15.6"" Full HD (1920 x 1080), micro-bords, antireflet - Processeur Intel Core i3-1315U 13e génération, (jusqu’à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.4 - Clavier noir profond, de grande taille avec pavé numérique - Caméra HP True Vision HD 720p avec réduction temporelle du bruit - Doubles haut-parleurs - 1x port USB Type-C - 2x ports USB Type-A - 1x port HDMI 1.4b - 1x prise combinée casque/microphone - FreeDOS - Couleur Noir - Garantie 1 an Avec Sacoche pour Pc Portable 15.6"" Noir












































En stock


1 769,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1769.0,PC,8,Premium,221.125
Pc Portable Dell Pro 15 Essential PV15250 / i5-1334U / 8 Go / 512 Go SSD / Noir,"1 799,000 DT","Pc Portable Dell Pro 15 Essential PV15250 / i5-1334U / 8 Go / 512 Go SSD / Noir
[PV15250RPLU001P-UBU]


Écran 15.6"" Full HD, 120 Hz - Processeur Intel Core i5-1334U, (jusqu'à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD avec microphone intégré  - Wi-Fi 6 - Bluetooth - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - port USB 3.2 - port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - 1 logement pour carte SD - FreeDos - Couleur Noir - Garantie 1 an












































En stock


1 799,000 DT
Prix de base
1 999,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1799.0,PC,8,Premium,224.875
Pc Portable Dell 15 DC15250 / Core 3 100U / 12 Go / 512 Go SSD / Windows 11 Pro / Noir,"1 809,000 DT","Pc Portable Dell 15 DC15250 / Core 3 100U / 12 Go / 512 Go SSD / Windows 11 Pro / Noir
[DC15250RPLU020PU-12W11P]


Écran 15.6"" Full HD, 120 Hz, IPS - Processeur Intel Core 3 100U, (jusqu'à 4.7 GHz, 10 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD RVB 720p à 30 ips, un microphone intégré - Clavier non rétroéclairé (AZERTY), français - Wi-Fi 6 - Bluetooth - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x port USB 3.2 - 1x port USB 2.0 - 2x port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - 1 logement pour carte SD - Windows 11 Pro - Couleur Noir - Garantie 1 an












































En stock


1 809,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1809.0,PC,12,Premium,150.75
Pc Portable Lenovo IdeaPad Slim 3 15IRU8 / i3-1315U / 8 Go / 512 Go SSD / Gris,"1 809,000 DT","Pc Portable Lenovo IdeaPad Slim 3 15IRU8 / i3-1315U / 8 Go / 512 Go SSD / Gris
[82X700EHFG]


Écran 15.6"" FHD (1920 x 1080 px), antireflet - Processeur Intel Core i3-1315U, (jusqu’à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go LPDDR5-4800- Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4 - 1x prise combinée casque/microphone (3.5 mm) - Windows 11 - Couleur Gris arctique - Garantie 1 an Avec Sacoche Lenovo












































En stock


1 809,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1809.0,PC,8,Premium,226.125
Pc Portable HP 15-fd0438nk / i3-1315U / 8 Go / 512 Go SSD / Windows 11 Pro / Noir,"1 809,000 DT","Pc Portable HP 15-fd0438nk / i3-1315U / 8 Go / 512 Go SSD / Windows 11 Pro / Noir
[C2BV7EA-W11P]


Écran 15.6"" Full HD (1920 x 1080), micro-bords, antireflet - Processeur Intel Core i3-1315U 13e génération, (jusqu’à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.4 - Clavier noir profond, de grande taille avec pavé numérique - Caméra HP True Vision HD 720p avec réduction temporelle du bruit - Doubles haut-parleurs - 1x port USB Type-C - 2x ports USB Type-A - 1x port HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 Pro - Couleur Noir - Garantie 1 an












































En stock


1 809,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1809.0,PC,8,Premium,226.125
Pc Portable Lenovo IdeaPad Slim 3 15IRU8 / i3-1315U / 8 Go / 512 Go SSD / Windows 11 Pro / Gris,"1 809,000 DT","Pc Portable Lenovo IdeaPad Slim 3 15IRU8 / i3-1315U / 8 Go / 512 Go SSD / Windows 11 Pro / Gris
[82X700DFFG-W11P]


Écran 15.6"" FHD (1920 x 1080 px), antireflet - Processeur Intel Core i3-1315U, (jusqu’à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4 - 1x prise combinée casque/microphone (3.5 mm) - Windows 11 Pro - Couleur Gris arctique - Garantie 1 an












































En stock


1 809,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1809.0,PC,8,Premium,226.125
Pc Portable Dell Vostro 3530 / i3-1305U / 12 Go / 512 Go SSD / Windows 11 Pro / Noir,"1 809,000 DT","Pc Portable Dell Vostro 3530 / i3-1305U / 12 Go / 512 Go SSD / Windows 11 Pro / Noir
[N1612QVNB3530-UBU-12W11P]


Écran15.6"" Full HD (1920 x 1 080 px), 120 Hz, antiéblouissement - Processeur Intel Core i3-1305U 13e génération, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Clavier non rétroéclairé, Carbon Black - 1x USB 3.2 - 1x USB 2.0 - 1x USB-C 3.2 - 1x USB-C 3.2 DisplayPort 1.4 - 1x port audio universel - 1x port HDMI 1.4 - 1x port Ethernet RJ45 - 1 logement de carte SD - Webcam HD RVB 720p - 2x Haut-parleurs stéréo 2 W - Wi-Fi 6 - Bluetooth 5.3 - Windows 11 Pro - Couleur Noir - Garantie 1 an 












































En stock


1 809,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1809.0,PC,12,Premium,150.75
Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 12 Go / 512 Go SSD / Windows 11 / Bleu,"1 819,000 DT","Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 12 Go / 512 Go SSD / Windows 11 / Bleu
[X1504VA-BQ2896W-12]


Écran 15.6"" Full HD (1920 x 1080), 60Hz - Processeur Intel Core i3-1315U, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Caméra HD 720p Avec cache de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x USB 2.0 Type-A - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Bleu silencieux - Garantie 1 an












































En stock


1 819,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1819.0,PC,12,Premium,151.58333333333334
Pc Portable Lenovo IdeaPad Slim 3 15IRU8 / i3-1315U / 8 Go / 512 Go SSD / Windows 11 Pro / Gris,"1 819,000 DT","Pc Portable Lenovo IdeaPad Slim 3 15IRU8 / i3-1315U / 8 Go / 512 Go SSD / Windows 11 Pro / Gris
[82X700EQFE-W11P]


Écran 15.6"" FHD (1920 x 1080 px), antireflet - Processeur Intel Core i3-1315U, (jusqu’à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go LPDDR5-4800- Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo 1.5 W Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4 - 1x prise combinée casque/microphone (3.5 mm) - Windows 11 Pro - Couleur Gris arctique - Garantie 1 an












































En stock


1 819,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1819.0,PC,8,Premium,227.375
"Pc Portable HP 15-fd0438nk / i3-1315U / 8 Go / 512 Go SSD / Windows 11 Pro / Noir Avec Sacoche pour Pc Portable 15.6"" Noir","1 819,000 DT","Pc Portable HP 15-fd0438nk / i3-1315U / 8 Go / 512 Go SSD / Windows 11 Pro / Noir Avec Sacoche pour Pc Portable 15.6"" Noir
[C2BV7EA-W11P-SAC]


Écran 15.6"" Full HD (1920 x 1080), micro-bords, antireflet - Processeur Intel Core i3-1315U 13e génération, (jusqu’à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 8 Go DDR4 - Disque SSD NVMe M.2 512 Go - Carte graphique Intel UHD Intégré - Wi-Fi 6 - Bluetooth 5.4 - Clavier noir profond, de grande taille avec pavé numérique - Caméra HP True Vision HD 720p avec réduction temporelle du bruit - Doubles haut-parleurs - 1x port USB Type-C - 2x ports USB Type-A - 1x port HDMI 1.4b - 1x prise combinée casque/microphone - Windows 11 Pro - Couleur Noir - Garantie 1 an Avec Sacoche pour Pc Portable 15.6"" Noir












































En stock


1 819,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1819.0,PC,8,Premium,227.375
Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 12 Go / 512 Go SSD / Windows 11 / Silver,"1 819,000 DT","Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 12 Go / 512 Go SSD / Windows 11 / Silver
[X1504VA-BQ2895W-12]


Écran 15.6"" Full HD (1920 x 1080), 60Hz - Processeur Intel Core i3-1315U, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Caméra HD 720p Avec cache de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x USB 2.0 Type-A - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Silver - Garantie 1 an












































En stock


1 819,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1819.0,PC,12,Premium,151.58333333333334
Pc Portable Dell Vostro 3530 / i3-1305U / 12 Go / 512 Go SSD / Windows 11 Pro / Noir Avec Sacoche Offerte,"1 819,000 DT","Pc Portable Dell Vostro 3530 / i3-1305U / 12 Go / 512 Go SSD / Windows 11 Pro / Noir Avec Sacoche Offerte
[N1612QVNB3530-UBU-12W11PS]


Écran15.6"" Full HD (1920 x 1 080 px), 120 Hz, antiéblouissement - Processeur Intel Core i3-1305U 13e génération, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics intégrée - Clavier non rétroéclairé, Carbon Black - 1x USB 3.2 - 1x USB 2.0 - 1x USB-C 3.2 - 1x USB-C 3.2 DisplayPort 1.4 - 1x port audio universel - 1x port HDMI 1.4 - 1x port Ethernet RJ45 - 1 logement de carte SD - Webcam HD RVB 720p - 2x Haut-parleurs stéréo 2 W - Wi-Fi 6 - Bluetooth 5.3 - Windows 11 Pro - Couleur Noir - Garantie 1 an Avec Sacoche Offerte












































En stock


1 819,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1819.0,PC,12,Premium,151.58333333333334
Pc Portable Lenovo IdeaPad Slim 3 15IAN8 / i3-N305 / 8 Go / 256 Go SSD / Gris,"1 829,000 DT","Pc Portable Lenovo IdeaPad Slim 3 15IAN8 / i3-N305 / 8 Go / 256 Go SSD / Gris
[82XB00DFFG-2Y]


Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur Intel Core i3-N305, (jusqu’à 3.8 GHz, 6 Mo de mémoire cache) - Mémoire 8 Go LPDDR5-4800 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo orientés utilisateur, 1.5W optimisés avec Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4 - 1x prise combinée casque/microphone (3.5 mm) - FreeDos - Couleur Gris arctique - Garantie 2 ans + Sacoche Lenovo T210












































En stock


1 829,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1829.0,PC,8,Premium,228.625
Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 12 Go / 512 Go SSD / Windows 11 / Bleu Avec Sacoche Offerte,"1 829,000 DT","Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 12 Go / 512 Go SSD / Windows 11 / Bleu Avec Sacoche Offerte
[X1504VA-BQ2896W-12SAC]


Écran 15.6"" Full HD (1920 x 1080), 60Hz - Processeur Intel Core i3-1315U, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Caméra HD 720p Avec cache de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x USB 2.0 Type-A - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Bleu silencieux - Garantie 1 an Avec Sacoche Offerte












































En stock


1 829,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1829.0,PC,12,Premium,152.41666666666666
Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 12 Go / 512 Go SSD / Windows 11 / Silver Avec Sacoche Offerte,"1 829,000 DT","Pc Portable  ASUS Vivobook 15 X1504VA / i3-1315U / 12 Go / 512 Go SSD / Windows 11 / Silver Avec Sacoche Offerte
[X1504VA-BQ2895W-12SAC]


Écran 15.6"" Full HD (1920 x 1080), 60Hz - Processeur Intel Core i3-1315U, (jusqu'à 4.5 GHz, 10 Mo de mémoire cache) - Mémoire 12 Go DDR4 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Caméra HD 720p Avec cache de confidentialité - Wi-Fi 6E - Bluetooth 5.3 - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - 1x USB 2.0 Type-A - 1x USB 3.2 Type-C - 2x USB 3.2 Type-A - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Silver - Garantie 1 an Avec Sacoche Offerte












































En stock


1 829,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1829.0,PC,12,Premium,152.41666666666666
Pc Portable ASUS Vivobook Go 15 E1504FA / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Noir,"1 849,000 DT","Pc Portable ASUS Vivobook Go 15 E1504FA / Ryzen 5 7520U / 8 Go / 512 Go SSD / Windows 11 / Noir
[E1504FA-BQ204W]


 Écran 15.6"" Full HD (1920 x 1080), 60 Hz - Processeur AMD Ryzen 5 7520U, (jusqu’à 4.3 GHz, 6 Mo de mémoire cache) - Mémoire  8 Go LPDDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique AMD Radeon Graphics - Clavier Chiclet - Caméra HD 720p avec obturateur de confidentialité - Haut-parleur/Microphone intégrés - Wi-Fi 5 - Bluetooth 5.1 - 1x USB 2.0 - 1x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4 - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Mixte Noir - Garantie 1 an












































En stock


1 849,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1849.0,PC,8,Premium,231.125
Pc Portable Dell Pro 15 Essential PV15250 / i5-1334U / 8 Go / 512 Go SSD / Windows 11 Pro / Noir,"1 849,000 DT","Pc Portable Dell Pro 15 Essential PV15250 / i5-1334U / 8 Go / 512 Go SSD / Windows 11 Pro / Noir
[PV15250RPLU001P-UBU-W11P]


Écran 15.6"" Full HD, 120 Hz - Processeur Intel Core i5-1334U, (jusqu'à 4.6 GHz, 12 Mo de mémoire cache) - Mémoire 8 Go DDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique Intel UHD Graphics - Webcam HD avec microphone intégré  - Wi-Fi 6 - Bluetooth - 2x Haut-parleurs stéréo avec contrôleur audio Realtek 2 W - port USB 3.2 - port USB-C 3.2 - 1x port audio universel - 1x port HDMI 1.4 - 1 logement pour carte SD - Windows 11 Pro - Couleur Noir - Garantie 1 an












































En stock


1 849,000 DT
Prix de base
2 049,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1849.0,PC,8,Premium,231.125
Pc Portable Lenovo IdeaPad Slim 3 15IAN8 / i3-N305 / 8 Go / 256 Go SSD / Windows 11 Pro / Gris,"1 879,000 DT","Pc Portable Lenovo IdeaPad Slim 3 15IAN8 / i3-N305 / 8 Go / 256 Go SSD / Windows 11 Pro / Gris
[82XB00DFFG-2Y-W11P]


Écran 15.6"" Full HD (1920 x 1080), antireflet - Processeur Intel Core i3-N305, (jusqu’à 3.8 GHz, 6 Mo de mémoire cache) - Mémoire 8 Go LPDDR5-4800 - Disque SSD M.2 NVMe 256 Go - Carte graphique Intel UHD Graphics intégrée - Lecteur de carte SD - 2x Haut-parleurs stéréo orientés utilisateur, 1.5W optimisés avec Dolby Audio - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi 6 - Bluetooth 5.2 - 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4 - 1x prise combinée casque/microphone (3.5 mm) - Windows 11 Pro - Couleur Gris arctique - Garantie 2 ans + Sacoche Lenovo T210












































En stock


1 879,000 DT
Prix













Ajouter au panier






 Favoris







Comparer",1879.0,PC,8,Premium,234.875
